URL,Reason,Status
http://www.jidajia.com/kaishu/1433227.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433294.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433339.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433388.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433429.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433490.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433559.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433578.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433704.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433766.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433883.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433893.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433904.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433929.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1433966.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1434021.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1434885.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1434976.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435030.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435111.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435190.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435254.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435392.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435447.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435508.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435520.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435787.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435797.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1435968.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1436008.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1436048.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1436160.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1439355.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1439404.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1440521.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1440575.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442554.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442600.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442884.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442924.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442937.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1442993.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1443807.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444184.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444210.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444520.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444576.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444622.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1444675.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1445556.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1448287.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1449630.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1449735.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1449907.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1449963.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1450459.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1450515.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1450584.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1450657.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1450698.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1453429.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1453739.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1454549.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1455045.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1456388.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1456724.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1457636.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1459480.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462096.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462145.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462237.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462398.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462459.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1462529.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1464744.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1464799.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1464886.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465286.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465346.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465393.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465468.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465574.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1465902.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1466031.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1466081.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1466123.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1466216.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1466480.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1467495.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1467589.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1467757.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1468151.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1468507.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1468565.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1468638.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1468757.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1469125.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1469428.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1469810.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470088.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470233.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470275.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470315.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470391.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470443.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470484.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470534.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470567.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470629.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470676.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470744.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470813.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1470877.html,dict['connection_error'],N
